user_id,valid,click_rate,drag_rate,move_fraction,idle_fraction,mean_gap,median_gap,gap_iqr,speed_mean,speed_std,speed_skew,speed_kurt,speed_max,accel_mean,accel_std,accel_skew,jerk_mean,jerk_std,angle_change_mean,angle_change_std,angle_entropy,spatial_x_norm,spatial_y_norm,horiz_vert_ratio,entropy_speed,session_file
user1,0.0,-0.9464548704361251,2.4627840334957813,-1.6779082741715485,-0.4066996272199503,-0.04347456152789273,0.22224373996114416,-0.19672236884115865,0.1450834912291466,0.4251774595576757,-0.10461401145480662,-0.12521019156462776,-0.11707803214625001,0.10090595886438448,-0.21325963550732036,-0.309574666835108,0.12208450175819814,-0.24512581771460235,-0.4546474023304703,-0.6522317548942925,0.180493752855233,1.342881898171513,1.5957605554384129,-0.2103841286646046,-0.08483219474512038,session_2020_05_14_3min.csv
user10,0.0,0.665652765940779,0.7340896647669016,-0.9281585025871062,0.3178187447795473,0.14299167674324878,0.22224373996114416,-0.19672236884115865,1.334001923354085,1.0983543842518186,-0.22533813339881106,-0.14167820886895227,0.09731876954165258,0.11747371602174253,-0.16920098876281586,-0.29568986090967764,0.12154846896550285,-0.24259157031054926,-0.285837186122979,-0.09371524440463685,0.06620462555738074,0.8868518917838653,0.3716225191008046,-0.0823018852418928,-0.25542024732136687,session_2020_05_14_3min.csv
user100,0.0,1.0432056552237718,-1.4254359432105865,0.747427381352545,0.23954246023380318,-0.6158928752408898,0.22224373996114416,2.2032905310209743,0.5237868296000117,0.3195899794469916,-0.08627822866477544,-0.09716099848458654,0.48481206603519805,0.11395537693214071,-0.10576116641380272,-0.03785628867152766,0.14952434153366143,-0.12391293903050389,-0.12964370029961447,0.10001708824454991,-0.1713697123643206,-1.1632894479387699,-0.041556246878656465,-0.19738038372502711,-1.163596707348832,session_2020_03_31_3min.csv
user101,0.0,-0.34604633651699923,0.649620169147883,-0.3990567492877216,0.3563948655065775,-0.2179094286646705,0.22224373996114416,-0.19672236884115865,-0.6306478057971098,0.11492696551846722,1.339862733685026,0.6337592839398768,1.2887158929682938,0.14153653192174787,-0.16043665732468004,0.2800514605903155,0.15480769217024934,-0.2007577302122868,-0.3208866334145963,-0.394964410834416,0.07123799940751618,-1.078789079461142,-0.82226729328044,-0.24459850774198844,-1.9767055892049763,session_2020_06_08_3min.csv
user102,0.0,0.06971614469849982,0.9528005261301401,-0.8459954819669597,0.2747730457962728,-0.3246401881102213,0.22224373996114416,-0.19672236884115865,-0.44766683280068187,-0.5971870495250434,-0.09794204788276191,-0.11011244488875045,-0.11708420093661395,0.10930243274614851,-0.22455342012440194,-0.07174010632215082,0.12383572084823029,-0.22266280794435464,0.017879376842763084,0.04423442533192213,0.019167056061336035,-0.4334215769416073,-0.8323386263019468,-0.2169305548272607,-0.41391930486536077,session_2020_03_31_3min.csv
user103,0.0,0.7141613546552131,-0.8332430370475078,0.3897846342416558,0.1217187347282638,-0.41574877775887803,0.22224373996114416,-0.19672236884115865,-0.08791871846456435,-0.39284535493793504,-0.22009830082859122,-0.1379792124254108,-0.11585742589397427,0.10711301257897093,-0.24283619848012422,-0.3309095225496175,0.11807050600976238,-0.23524845212885978,-0.26711934794674524,-0.34455537060309027,0.11399832763830904,-1.3762914762490512,-1.459866549984698,-0.03859681229856299,-0.21837626663428206,session_2020_05_14_3min.csv
user104,0.0,-0.36586771456009537,0.1312901206257933,0.052994385641199744,0.3563948655065775,-0.22112530421169757,0.22224373996114416,-0.19672236884115865,0.43080422551485864,0.5293308718066349,-0.0001829765552763856,-0.06558077972937676,0.7858221492823678,0.25550857699542806,0.8886522985180525,5.055531148114137,0.42540982921650244,0.940051861414817,-0.2937623678904804,-0.6537463731788541,0.9891956982942949,1.6415470417212763,0.762076916280449,0.03539727526989772,-1.4782972387687714,session_2020_10_14_3min.csv
user105,0.0,-2.1528053985655147,0.6347199806554337,0.4296290148011401,-0.2384657741205526,-1.4581258652157671,-2.6152402888450914,-0.19672236884115865,2.659887455586831,2.139484537078529,-0.14871889046304887,-0.12541508740298093,0.6630507497173647,0.18273529370979152,0.11605482012766016,0.19363588220120537,0.13809676930359865,-0.14731855529832938,-0.72749349027664,-1.7696715461656762,0.6181187487286337,-0.19142214568824414,1.9095048408223845,-0.2031002871893079,-1.0225668516049158,session_2020_10_14_3min.csv
user106,0.0,-0.7646851691817297,0.06142157213160861,0.29283166264396737,0.41070329838186276,0.11236357125623178,0.22224373996114416,-0.19672236884115865,-0.42913487172454623,-0.7830254560446362,-0.13967351097778796,-0.11758093560637159,-0.3394129368411427,0.07868722421850634,-0.2977132535595226,0.006406456177662095,0.11449566118157307,-0.24536570776928854,-0.8568599023845122,-1.1931528994676515,0.02485833968121622,-0.17631878142156668,0.24265579433176296,-0.22347761557983703,0.46235324704809394,session_2020_05_14_3min.csv
user107,0.0,-0.5934412314001867,1.0840957220978524,-0.6587468246814652,0.3925348336934527,0.8970981133882472,0.22224373996114416,-0.19672236884115865,0.07540539001129747,1.1179515281313905,-0.06846491980837797,-0.1281772380442196,-0.11191078436152083,0.3208074642328452,0.12552355649473945,0.14704643118755234,0.19769093168107732,-0.17444526470520835,-0.14691710893073262,-0.6124663625433487,0.3690519958408355,1.7763749089090533,2.362067168753067,-0.1226552313600465,-0.2067242864479744,session_2020_10_14_3min.csv
