user_id,n_events,total_moves,clicks,total_drags,avg_speed_px_per_ms,path_length_px,idle_fraction,x_min,x_max,x_mean,x_std,y_min,y_max,y_mean,y_std,speed_min,speed_max,speed_mean,speed_std,session_file
user1,-0.3198731655395465,-0.4351025666584417,-1.2200445202960162,0.9261773162228402,0.15966707891062856,-0.004354793914834954,-0.5386219902705595,-1.0868417139035786,1.096769590426389,1.1201686211434772,1.4200423826968385,0.1299494566509983,0.9031697550395705,0.8206308391677882,1.2375121302828607,0.0,-0.15605890113914792,0.15966707891062856,0.27185855625382166,session_2020_05_14_3min.csv
user10,-0.21073909088331347,-0.2837404466232836,0.534810696600818,0.21026666307912675,1.3236350309427043,1.0645082048741248,0.3106655840710063,-1.0868417139035786,1.0718615691992819,1.2797746571180826,1.4046599799643993,-0.5388226850218822,0.9858511283123276,1.0398671824651236,0.8649707013866329,0.0,-0.08659914518309213,1.3236350309427043,0.8188317581167878,session_2020_05_14_3min.csv
user100,0.19591525872860246,0.22724348149540677,1.893088463351475,-0.5895397697298655,0.5092949194914462,1.0819448972768368,-0.6498109314330921,-0.7586370379227949,-0.4630952389211942,-0.4213409887805036,-0.6904228296196235,0.3266471453783161,-0.2061386697032532,-0.2228134702797109,-0.2116717089076746,0.0,0.03893999344748169,0.5092949194914462,0.18193935021057603,session_2020_03_31_3min.csv
user101,-0.17955792669581833,-0.2137126706070177,-0.40706074749635285,0.20747013709028414,-0.5124103687364316,-0.46764333937571023,-0.5527703972432896,0.22597699001955582,-0.821148044060859,-0.40884390694131245,-0.6580753519076719,0.6413634473420246,-0.7022269093397955,-0.8324641317266319,-0.8945861995275941,0.0,0.6777769752871966,-0.5124103687364316,0.4892475974962269,session_2020_06_08_3min.csv
user102,-0.09413452897382639,-0.17614568659829172,0.17789099146925857,0.4899192619633898,-0.4263238939532644,-0.11109555349941526,-0.3944357836809749,-1.0503745276834915,-0.1548584762357436,-0.3401100826426333,-0.4293701378679424,-0.6175017605128094,-0.06833638091532478,0.10351731088816979,-0.2877171485772757,0.0,-0.15606089968889236,-0.4263238939532644,-0.5595678166430631,session_2020_03_31_3min.csv
user103,-0.018130441266806966,-0.002170430557881073,1.0206180730298853,-0.427341262376993,-0.06809860833979307,0.23179177752506636,-0.5279526124043754,-1.0139073414634043,-0.8740775891684616,-0.6419765677561985,-0.919441921378745,1.1921169757785144,-0.9158204569610845,-0.9516514037748268,-1.1738083058967597,0.0,-0.1556634520851787,-0.06809860833979307,-0.39246334996809223,session_2020_05_14_3min.csv
user104,-0.17955792669581833,-0.17687514259846115,-0.4268896200036617,-0.06938593580513629,0.4343594750569853,0.4007953387094189,-0.5199510809886433,-0.9774401552433174,1.081202077159447,0.7401980880522542,1.1622053979316584,-1.1289157512038357,0.9651807849941383,1.0365237207734526,1.0383085541703496,0.0,0.13646051034911139,0.4343594750569853,0.3553566616480941,session_2020_10_14_3min.csv
user105,1.6705244817622273,1.5442762898013247,-0.43680405625731616,2.665616481282956,2.6228610320728025,1.765833120035738,-0.2110339043354989,-1.0139073414634043,2.581910356092651,2.761161827855893,2.2742312259344963,-1.2075948266947627,2.7428303103584146,2.7074759070580128,2.953541586235499,0.0,0.0966853300057858,2.6228610320728025,1.6648701455754042,session_2020_10_14_3min.csv
user106,-0.4202375377680465,-0.37601663064471735,-1.2101300840423617,-0.3937829505108814,-0.4007782139607137,-0.5365696747873561,-0.3515432457416647,-0.1751620584014019,1.0936560877730006,1.339549235822322,1.070298010707664,-1.1289157512038357,0.6275651774637137,0.9650866761282026,0.7527028847363684,0.0,-0.22809042445963582,-0.4007782139607137,-0.709218579126516,session_2020_05_14_3min.csv
user107,-0.824943064618244,-0.7983716547428212,-1.7355952054860466,-0.4916613601203735,0.09231454695639323,-0.8105581096499963,0.910941080550663,2.049336301023909,0.7511707959002778,0.650643598391158,1.1205538230225303,1.1134379002875874,1.1374336459790488,0.5661035230147143,1.3505164854124658,0.0,-0.15438482873104253,0.09231454695639323,0.8347793631286906,session_2020_10_14_3min.csv
