user_id,valid,n_events,click_rate,double_click_count,scroll_up_count,scroll_down_count,pause_count,pause_median,pause_iqr,idle_fraction_events,hover_count,hover_median,hover_std,speed_mean,speed_std,speed_max,accel_mean,accel_std,jerk_mean,jerk_std,angle_mean,angle_std,sharp_turns,curvature,angle_entropy,angular_speed_mean,return_to_origin_count,zigzag_score,smoothness_index,spatial_x_norm,spatial_y_norm,lateral_vertical_ratio,dominant_dir,dominant_dir_frac,speed_entropy,n_unique_positions,total_time,total_distance,total_displacement,displacement_ratio,mean_step_distance,std_step_distance,spectral_dominant_freq,spectral_centroid,spectral_entropy,spectral_energy,spectral_low_energy,spectral_mid_energy,spectral_high_energy,spectral_low_frac,spectral_mid_frac,spectral_high_frac,wavelet_entropy,wavelet_energy_0,wavelet_energy_1,wavelet_energy_2,inter_event_mean,inter_event_median,inter_event_std,moving_fraction,burst_count,avg_burst_len,session_file
user1,0.0,-0.3198731655395465,-0.9464548704361251,-1.1609056333870618,0.0,0.0,-0.3262355311568702,0.22224373996114416,-0.19672236884115865,0.16255150186535627,-0.42421665096836053,0.38681784965552246,-0.1653509917481356,0.15966707891062856,0.27184987316924,-0.15605890113914792,0.10864101659838164,-0.22317071074970482,0.13718646277737473,-0.19764629945925255,-0.4546474023304703,-0.652221836350716,-0.18483881468284175,-0.4546474023304703,-0.6065449125368155,-0.21692732882595697,-0.09310025647993372,-0.42136550232768133,0.7686777351744076,1.3429159452408579,1.5957351869640493,-0.6258561987069641,-0.15877683720748897,-0.46429632032167617,-0.0025208445646054136,-0.2675359584130356,-0.2564112729685142,-0.004354793914834954,0.8385121176675231,0.574967576211519,0.36462659386891605,0.5431309961476414,-0.16377309534927717,-0.2350212356651339,-1.0435712036327394,-0.1949501073705882,-0.009134846262772663,-0.0936236043656401,-0.20706049658504996,0.9913160375080436,0.8718383159429078,-1.0062905880792092,0.0,0.0,0.0,0.0,-0.04347456152789273,0.22224373996114416,-0.2563122346090462,0.396946907820927,-0.344611475936484,0.4836137341487862,session_2020_05_14_3min.csv
user10,0.0,-0.21073909088331347,0.665652765940779,0.341398485324456,0.0,0.0,-0.19806878085562313,0.22224373996114416,-0.19672236884115865,0.16347393319327008,0.04296016296125282,0.020164940533420644,0.23674348370513054,1.3236350309427043,0.8188377057158676,-0.08659914518309213,0.1238501639321105,-0.20673300720489649,0.1396574880811003,-0.2076188028284906,-0.285837186122979,-0.09370386475351047,-0.10426593253435869,-0.285837186122979,-0.6183301864995476,-0.19980058679316093,-0.41441734743140507,-0.31972122890409826,0.4138729309581343,0.8869257638472009,0.3716386900034248,0.010043758835834499,-0.15877683720748897,-0.3880787101662414,-0.193333662107198,-0.1882244448201631,0.435843291691126,1.0645082048741248,0.5313784357781288,-0.21887117772629394,1.5122684474613193,1.1997456656900725,-0.07310183869879927,-0.31862422857188655,-0.3765917396419223,-0.024662420499957108,-0.05504915933051796,0.10229225778056968,-0.06050786064599116,-0.6239329711830142,0.08900267158088895,0.1198762340725907,0.0,0.0,0.0,0.0,0.14299167674324878,0.22224373996114416,0.32387342075341075,0.020996441869249333,-0.12963835654294317,-0.36016556814897277,session_2020_05_14_3min.csv
user100,0.0,0.19591525872860246,1.0432056552237718,2.0276582104088128,0.0,0.0,0.2642469970167324,0.22224373996114416,2.2032905310209743,0.04996417013107423,0.4137817590178834,-0.41745304777360415,-0.35338699099488496,0.5092949194914462,0.18198236800864823,0.03893999344748169,0.06353204998913999,0.3581262109334212,0.039262783255692935,0.6436381858394769,-0.12964370029961447,0.10009917910422378,0.003500297339237385,-0.12964370029961447,-0.2953489394544763,-0.06417637337916335,-0.1940856279218247,0.9762432572465857,-1.4249317419331111,-1.1631665427611775,-0.041417321330033424,-0.07691203390410906,-0.15877683720748897,-0.121243105571826,-1.0802995436824863,0.25068796286395334,-0.2527146597244633,1.0819448972768368,0.925039116019933,0.020472806805234955,0.7085367147604783,0.4500578361686525,-0.13524865634126668,0.1976124194185913,-0.8420436078721916,-0.03218830880137782,-0.1798952854009808,-0.0923113324886513,0.00637555475064344,-1.0347940416919104,-0.9568138624714345,1.0880568149340417,0.0,0.0,0.0,0.0,-0.6158928752408898,0.22224373996114416,-0.318441916290563,-0.045584715685640716,0.31684427604364157,-0.8510533290880768,session_2020_03_31_3min.csv
user101,0.0,-0.17955792669581833,-0.34604633651699923,-0.34843503857368985,0.0,0.0,-0.1622126066642028,0.22224373996114416,-0.19672236884115865,0.15690865566553688,-0.31326215766007737,0.800780811567573,-0.2277747582954912,-0.5124103687364316,0.48925655955589253,0.6777769752871966,0.6458707339167936,1.1922648167942413,0.6031502289951466,1.050400869846914,-0.3208866334145963,-0.3949347619519283,-0.18685313673655382,-0.3208866334145963,-0.3791641703116746,-0.19263674087380445,0.12395271720361122,-0.10372714787898428,-1.523569173138796,-1.0788120223488065,-0.8222476516808745,0.07743462143535054,-0.15877683720748897,0.31424948363323907,-2.2569018237734793,-0.2143847870000111,-0.2321920827488702,-0.46764333937571023,-0.8631345601191075,-0.713590454593367,-0.47172121920472243,-0.16287207656716302,-0.1278846804776139,0.5294910851635818,-0.34235853777883557,-0.09515306211873474,0.11129823872012595,-0.1125451613200212,-0.08781394847642449,0.5015842593464116,-0.5411818481595105,0.2817607791255004,0.0,0.0,0.0,0.0,-0.2179094286646705,0.22224373996114416,-0.27129990083245303,-0.16898204704543887,-0.23830608722539237,0.15265531077993014,session_2020_06_08_3min.csv
user102,0.0,-0.09413452897382639,0.06971614469849982,-0.11849053060764124,0.0,0.0,-0.06570609527665666,0.22224373996114416,-0.19672236884115865,0.12502832349789872,0.14223523592129564,-0.7722784436982189,-0.29285624175254493,-0.4263238939532644,-0.5595555423533748,-0.15606089968889236,0.09371833494366757,-0.20293163488297025,0.11740808313703575,-0.14405703265199643,0.017879376842763084,0.04426551456945014,-0.10325877150750265,0.017879376842763084,0.29050758676797794,-0.13173605789398266,-0.17703614962644051,-0.243488023836411,-0.13176060337472595,-0.4333663988177451,-0.8322920450383955,-0.5697401417412961,-0.15877683720748897,0.2155076549985635,-0.36398689495492537,-0.04828737633430951,-0.24882684234709937,-0.11109555349941526,-1.1516465162624903,-1.0912684662773364,-0.164085462215955,-0.208234674822315,-0.1354941631897753,-0.149051839483237,-0.3736705672383621,-0.2986543353719734,-0.43802875044091866,-0.35467633128231874,-0.21110080567458472,-0.41294013081034564,0.16115559506380395,-0.002990184502871705,0.0,0.0,0.0,0.0,-0.3246401881102213,0.22224373996114416,-0.2849426859149422,0.11191064028073516,0.019189187652585083,-0.27851250597184224,session_2020_03_31_3min.csv
user103,0.0,-0.018130441266806966,0.7141613546552131,0.847276402849763,0.0,0.0,0.028130275479613512,0.22224373996114416,-0.19672236884115865,0.16489249972011696,0.019601322264772146,0.05564748012588211,-0.3152096803166086,-0.06809860833979307,-0.3924438973833206,-0.1556634520851787,0.11575611675317796,-0.2380724733168546,0.1383646109125481,-0.20463929005192083,-0.26711934794674524,-0.34449648626418927,-0.11030889869549493,-0.26711934794674524,-0.3486157614709189,-0.20188316756253294,-0.21047935705200183,-0.3832488997938377,1.0770579754932874,-1.3762620249644428,-1.459805119508682,0.6335470666003773,-0.15877683720748897,-0.002248742426377064,-0.17205427495599654,0.017321100878642616,-0.2525871903022546,0.23179177752506636,-0.41295079634427934,-0.5767798871416253,0.120574346885149,-0.22880140778324315,-0.1068941863362101,-0.3346875639919262,0.033969495071861686,-0.24824889118011817,-0.3723694364008659,-0.2818308165700421,-0.17920210637714262,-0.5130577459951284,0.023561375660826025,0.13853013146415646,0.0,0.0,0.0,0.0,-0.41574877775887803,0.22224373996114416,-0.2780271605096759,0.022735039828191955,-0.049318729516785065,-0.022811517414883863,session_2020_05_14_3min.csv
user104,0.0,-0.17955792669581833,-0.36586771456009537,-0.5017313772177223,0.0,0.0,-0.16450129863386795,0.22224373996114416,-0.19672236884115865,0.13647295771686227,-0.056314909998790026,-0.3937980213786298,-0.2729626299326852,0.4343594750569853,0.35536516118896416,0.13646051034911139,0.11469277741201882,0.5023000606517446,0.046640192305031386,0.8085461607471071,-0.2937623678904804,-0.6537068938090871,-0.1596597890114408,-0.2937623678904804,-0.580978273145035,-0.1647073537940294,-0.3239239626328274,0.3155554799932958,-1.3769048510910373,1.6416817416259466,0.7621074688896918,-0.6686273363634734,-0.15877683720748897,-0.3610194284811099,-1.3615644557102065,-0.11306536649393313,-0.24407860636982706,0.4007953387094189,-0.5942329093900308,-0.7691350608698448,0.6109431065176211,0.5958764408262913,-0.181271019266255,-0.06614918537263419,-0.7843973876344573,-0.1276162687147541,-0.061783059109283264,-0.038298149871258104,-0.13879964601776576,0.03532256866793242,0.32586333476494184,-0.27321650829751887,0.0,0.0,0.0,0.0,-0.22112530421169757,0.22224373996114416,-0.2738669009546972,0.27279053231353123,-0.1721605120273798,-0.23736227313593736,session_2020_10_14_3min.csv
user105,0.0,1.6705244817622273,-2.1528053985655147,-0.5323906449465288,0.0,0.0,2.0109004185328345,-2.6152402888450914,-0.19672236884115865,0.16968597119721895,0.4517398751496645,-1.5765493411273455,-0.2395271864003258,2.6228610320728025,1.6650435237464474,0.0966853300057858,0.17004500090567537,-0.08488937494784034,0.14258218570860148,-0.17204192616722572,-0.72749349027664,-1.7694307193857377,-0.17174572133371324,-0.72749349027664,-0.8652808578117077,-0.11882339541316221,-0.1062152397840754,-0.8787647327338051,-1.165114616931941,-0.19088925525582603,1.9099659331342178,-0.8870475098590445,6.298147875897063,-1.291042259700173,-0.9592801595561955,2.229738610945788,-0.1818416609764524,1.765833120035738,1.7558805165325366,0.2157995344884909,-0.42797413138401286,-0.5634809790777169,-0.1353500524261471,1.8046918011550421,-1.6810652905184689,2.1123936267205856,3.198219843754348,3.1126566364882384,1.2802057312453912,-0.5869133830954919,-0.561374545929691,0.6321712996979416,0.0,0.0,0.0,0.0,-1.4581258652157671,-2.6152402888450914,-0.2811978341946061,0.7669067706981495,0.026276213566657856,1.04899297801986,session_2020_10_14_3min.csv
user106,0.0,-0.4202375377680465,-0.7646851691817297,-1.1915649011158682,0.0,0.0,-0.44295882160979166,0.22224373996114416,-0.19672236884115865,0.1730948850066765,-0.6286065070625664,1.1910887470846492,-0.1384396921743796,-0.4007782139607137,-0.7092351978483232,-0.22809042445963582,0.09591476675639142,-0.26157967857893605,0.13822388618340922,-0.20896890427147677,-0.8568599023845122,-1.193141167204243,-0.2392255101330678,-0.8568599023845122,-1.6354307534658807,-0.24887295456190442,-0.3967121199708138,-1.20910862136045,2.971003685219689,-0.176425780627141,0.24258398878959794,0.48404948515461804,-0.15877683720748897,-0.4078074220017647,0.36633350500298145,-0.3680248918657851,-0.24286764685884485,-0.5365696747873561,-0.44023410156961723,-0.2500540587721647,-0.17301901919835308,-0.5770195304906409,-0.13859087671850068,-0.46801107760682054,0.16885551751605832,-0.38058712525122695,-0.286770459459534,-0.4359257529464086,-0.296530493549835,2.987914343254759,1.290151610813,-1.9560259870585017,0.0,0.0,0.0,0.0,0.11236357125623178,0.22224373996114416,-0.23704846764543586,0.4793976468128705,-0.3942206573349934,1.4478679148106635,session_2020_05_14_3min.csv
user107,0.0,-0.824943064618244,-0.5934412314001867,-1.6667835509123687,0.0,0.0,-0.918625302638527,0.22224373996114416,-0.19672236884115865,0.16624734118865314,-0.5497704197119442,1.948049591723827,-0.05874523592083282,0.09231454695639323,0.834668754301999,-0.15438482873104253,0.27359877076026895,-0.08092750527121732,0.15954721785785878,-0.1828433233422671,-0.14691710893073262,-0.6126099419173635,-0.23519686602564366,-0.14691710893073262,0.262409124053301,-0.20621592682951104,-0.32326821346762036,-0.3705433656158898,-0.7111680879742276,1.7759947416086765,2.3617081165942766,-0.5194291718116391,-0.15877683720748897,-0.20561129309891404,-0.014708072116198841,-0.8659018803362256,-0.2745119309221429,-0.8105581096499963,0.5372811297135953,1.0634659953470702,0.2601546679103939,0.9549334128095995,-0.14950043472592334,0.20440261099914292,0.11811590913064128,-0.27019507719725705,-0.4213439433437995,-0.36894252638389713,-0.17265160038340016,-0.6152723062199307,-0.5322428187917846,0.6174212732608779,0.0,0.0,0.0,0.0,0.8970981133882472,0.22224373996114416,-0.12257782579302805,0.36438837643785166,-0.41311939310585416,-0.642413791084724,session_2020_10_14_3min.csv
